城市,产品名称,金融机构,最低首付,年手续费,分期期限,贷款限额,产品费率/期限,产品说明,申请条件,例子,例子图片,更多车源链接,车价下限,车价上限,贷款周期,首付比例,产品费率,人人车固定费用,金融机构固定费用,增项服务费率,里程上限,车龄上限
西安,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,24,0.3,0.1622,1500,820,0,500000,8
西安,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,36,0.3,0.2433,1500,980,0,500000,7
西安,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,12,0.4,0.0811,1500,410,0,500000,8
西安,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,24,0.4,0.1622,1500,820,0,500000,8
西安,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,36,0.4,0.2433,1500,980,0,500000,7
郑州,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,12,0.3,0.0811,1500,410,0,500000,8
郑州,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,24,0.3,0.1622,1500,820,0,500000,8
郑州,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,36,0.3,0.2433,1500,980,0,500000,7
郑州,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,12,0.4,0.0811,1500,410,0,500000,8
郑州,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,24,0.4,0.1622,1500,820,0,500000,8
郑州,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,36,0.4,0.2433,1500,980,0,500000,7
广州,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,12,0.3,0.0811,1500,410,0,500000,8
广州,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,24,0.3,0.1622,1500,820,0,500000,8
广州,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,36,0.3,0.2433,1500,980,0,500000,7
广州,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,12,0.4,0.0811,1500,410,0,500000,8
广州,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,24,0.4,0.1622,1500,820,0,500000,8
广州,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,36,0.4,0.2433,1500,980,0,500000,7
深圳,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,12,0.3,0.0811,1500,410,0,500000,8
深圳,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,24,0.3,0.1622,1500,820,0,500000,8
深圳,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,36,0.3,0.2433,1500,980,0,500000,7
深圳,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,12,0.4,0.0811,1500,410,0,500000,8
深圳,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,24,0.4,0.1622,1500,820,0,500000,8
深圳,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,36,0.4,0.2433,1500,980,0,500000,7
东莞,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,12,0.3,0.0811,1500,410,0,500000,8
东莞,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,24,0.3,0.1622,1500,820,0,500000,8
东莞,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,36,0.3,0.2433,1500,980,0,500000,7
东莞,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,12,0.4,0.0811,1500,410,0,500000,8
东莞,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,24,0.4,0.1622,1500,820,0,500000,8
东莞,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,36,0.4,0.2433,1500,980,0,500000,7
佛山,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,12,0.3,0.0811,1500,410,0,500000,8
佛山,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,24,0.3,0.1622,1500,820,0,500000,8
佛山,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,36,0.3,0.2433,1500,980,0,500000,7
佛山,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,12,0.4,0.0811,1500,410,0,500000,8
佛山,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,24,0.4,0.1622,1500,820,0,500000,8
佛山,一证贷,易鑫,30%,8.11%,1-3年,6-12万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,85000 ,200000 ,36,0.4,0.2433,1500,980,0,500000,7
肇庆,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,12,0.3,0.0811,1500,410,0,500000,8
肇庆,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,24,0.3,0.1622,1500,820,0,500000,8
肇庆,一证贷,易鑫,30%,8.11%,1-3年,2-6万,1年8.11%，2年16.22%，3年24.33%,"最低首付：30%
贷款期限：1/2/3年
年手续费：8.11%
贷款限额：2-12万
贷款形式：抵押贷款
金融机构：易鑫
机构收费：1000抵押服务费，GPS费用（1年410，2年820，3年980）
服务费用：人人车金融服务费1500元","资质要求：征信良好
车源要求：车龄小于8年（含）且车龄加贷款年限小于10年（含）,价格大于3万元（含）
所需资料：身份证/暂住证","车价：10万/分期3年
首付：3万
月供：2418元
机构收费：1000元（抵押服务费）+980元（GPS服务费）
服务费用：人人车金融服务费1500元",,pr%7C3-24_ag%7C0-8_%7C?,30000 ,85000 ,36,0.3,0.2433,1500,980,0,500000,7
